2.0,0.25,True,0.4300000071525574,0.4300000071525574
4.0,0.3499999940395355,True,0.4300000071525574,0.8600000143051147
6.0,0.3499999940395355,True,0.4300000071525574,1.2899999618530273
8.0,0.4000000059604645,True,0.4399999976158142,1.7300000190734863
10.0,0.4000000059604645,True,0.4300000071525574,2.1600000858306885
12.0,0.41999998688697815,True,0.41999998688697815,2.5799999237060547
14.0,0.41999998688697815,True,0.4300000071525574,3.009999990463257
16.0,0.4300000071525574,False,0.41999998688697815,3.009999990463257
18.0,0.44999998807907104,False,0.44999998807907104,3.009999990463257
20.0,0.4300000071525574,True,1.090000033378601,4.099999904632568
22.0,0.4300000071525574,True,1.1100000143051147,5.210000038146973
24.0,0.46000000834465027,True,1.100000023841858,6.309999942779541
26.0,0.5,True,1.100000023841858,7.409999847412109
28.0,0.550000011920929,True,1.1100000143051147,8.520000457763672
30.0,0.75,True,1.1100000143051147,9.630000114440918
32.0,0.949999988079071,True,1.1100000143051147,10.739999771118164
34.0,1.059999942779541,True,1.090000033378601,11.829999923706055
36.0,1.2000000476837158,False,1.2000000476837158,11.829999923706055
38.0,1.149999976158142,True,1.2300000190734863,13.0600004196167
40.0,1.1699999570846558,True,1.2300000190734863,14.289999961853027
42.0,1.1799999475479126,True,1.2300000190734863,15.520000457763672
44.0,1.2200000286102295,True,1.2300000190734863,16.75
46.0,1.2799999713897705,False,1.2799999713897705,16.75
48.0,1.2699999809265137,True,3.4700000286102295,20.219999313354492
50.0,1.2899999618530273,True,3.490000009536743,23.709999084472656
