pres,prop,T_ref,T_comp,truth,higher
1.0,1.2350000143051147,27.453088760375977,33.904563903808594,0.0,0.0
2.0,1.065000057220459,25.484142303466797,27.14061164855957,1.0,1.0
3.0,1.149999976158142,21.384401321411133,24.59206199645996,0.0,0.0
4.0,0.6399999856948853,34.80765914916992,22.276901245117188,0.0,1.0
5.0,1.3200000524520874,18.05925178527832,23.838212966918945,0.0,0.0
6.0,0.8100000023841858,27.734699249267578,22.465106964111328,1.0,1.0
7.0,0.30000001192092896,32.179649353027344,9.653894424438477,1.0,0.0
8.0,1.3200000524520874,29.24529266357422,38.60378646850586,0.0,1.0
9.0,1.3200000524520874,20.97521209716797,27.687278747558594,1.0,0.0
10.0,0.30000001192092896,25.27674102783203,7.583022594451904,0.0,1.0
11.0,1.5750000476837158,20.68438720703125,32.57790756225586,1.0,0.0
12.0,0.8949999809265137,23.334367752075195,20.884260177612305,1.0,0.0
13.0,0.6399999856948853,16.97726821899414,10.86545181274414,1.0,1.0
14.0,1.3200000524520874,18.255861282348633,24.097736358642578,1.0,0.0
15.0,0.7250000238418579,25.45269203186035,18.453201293945312,1.0,1.0
16.0,1.065000057220459,24.729997634887695,26.337448120117188,0.0,0.0
17.0,1.9149999618530273,16.77763557434082,32.129173278808594,0.0,1.0
18.0,1.5750000476837158,23.708145141601562,37.340328216552734,1.0,0.0
19.0,1.065000057220459,22.965023040771484,24.45775032043457,0.0,1.0
20.0,1.2350000143051147,23.349075317382812,28.836109161376953,1.0,0.0
21.0,1.149999976158142,31.311891555786133,36.00867462158203,1.0,1.0
22.0,1.2350000143051147,16.413070678710938,20.2701416015625,0.0,0.0
23.0,0.30000001192092896,29.515396118164062,8.854619026184082,0.0,1.0
24.0,1.2350000143051147,27.89255142211914,34.44729995727539,0.0,0.0
25.0,1.7450000047683716,16.464832305908203,28.73113441467285,1.0,1.0
26.0,1.4049999713897705,19.245216369628906,27.03952980041504,1.0,0.0
27.0,0.6399999856948853,34.343231201171875,21.97966957092285,1.0,1.0
28.0,0.4699999988079071,32.749752044677734,15.392383575439453,0.0,0.0
29.0,2.0,18.319690704345703,36.639381408691406,2.0,1.0
30.0,0.4699999988079071,17.434436798095703,8.194185256958008,1.0,0.0
31.0,0.9800000190734863,24.35786247253418,23.870704650878906,1.0,1.0
32.0,0.6399999856948853,34.23076248168945,21.90768814086914,0.0,0.0
33.0,0.9800000190734863,27.905752182006836,27.347637176513672,1.0,1.0
34.0,0.9800000190734863,24.025897979736328,23.545379638671875,1.0,0.0
35.0,0.9800000190734863,25.275819778442383,24.77030372619629,0.0,1.0
36.0,0.5550000071525574,20.04634666442871,11.12572193145752,1.0,0.0
37.0,0.30000001192092896,31.2407283782959,9.372218132019043,1.0,1.0
38.0,0.8949999809265137,23.591562271118164,21.11444664001465,0.0,0.0
39.0,1.2350000143051147,20.82561683654785,25.719636917114258,1.0,1.0
40.0,0.9800000190734863,26.071866989135742,25.550430297851562,0.0,0.0
41.0,0.6399999856948853,34.25623321533203,21.923988342285156,1.0,0.0
42.0,0.8949999809265137,30.74106788635254,27.513256072998047,0.0,0.0
43.0,1.3200000524520874,16.04608726501465,21.18083381652832,1.0,0.0
44.0,1.149999976158142,26.42498207092285,30.388729095458984,1.0,0.0
45.0,2.0,17.768260955810547,35.536521911621094,0.0,0.0
46.0,1.659999966621399,22.919681549072266,38.04667282104492,1.0,0.0
47.0,1.3200000524520874,19.403783798217773,25.612995147705078,1.0,1.0
48.0,0.38499999046325684,32.46926498413086,12.500667572021484,1.0,0.0
49.0,0.9800000190734863,33.52369689941406,32.85322570800781,0.0,1.0
50.0,0.9800000190734863,23.586524963378906,23.11479377746582,0.0,0.0
51.0,2.0,16.466094970703125,32.93218994140625,2.0,1.0
52.0,0.7250000238418579,29.44403839111328,21.346927642822266,1.0,0.0
53.0,0.6399999856948853,17.637182235717773,11.287796974182129,1.0,1.0
54.0,0.5550000071525574,23.557485580444336,13.0744047164917,1.0,0.0
55.0,1.4900000095367432,17.529088973999023,26.11834144592285,1.0,1.0
56.0,0.9800000190734863,16.091333389282227,15.769506454467773,1.0,0.0
57.0,1.2350000143051147,16.2814998626709,20.10765266418457,0.0,1.0
58.0,0.9800000190734863,28.36237144470215,27.795124053955078,1.0,0.0
59.0,1.3200000524520874,16.63648796081543,21.96016502380371,1.0,1.0
60.0,1.659999966621399,20.20751190185547,33.544471740722656,0.0,0.0
61.0,0.7250000238418579,19.768903732299805,14.3324556350708,1.0,1.0
62.0,0.5550000071525574,17.036376953125,9.45518970489502,0.0,0.0
63.0,0.8949999809265137,33.775516510009766,30.229087829589844,1.0,1.0
64.0,1.4049999713897705,26.963590621948242,37.88384246826172,0.0,0.0
65.0,0.8100000023841858,27.57870101928711,22.338747024536133,0.0,1.0
66.0,1.4049999713897705,25.80267906188965,36.25276565551758,1.0,0.0
67.0,0.38499999046325684,27.17421531677246,10.46207332611084,1.0,1.0
68.0,0.8100000023841858,22.56737518310547,18.279573440551758,1.0,1.0
69.0,0.30000001192092896,32.79281997680664,9.837845802307129,0.0,1.0
70.0,0.8949999809265137,30.613243103027344,27.39885139465332,1.0,1.0
71.0,0.7250000238418579,28.58489418029785,20.724048614501953,0.0,1.0
72.0,0.9800000190734863,25.263961791992188,24.758682250976562,0.0,1.0
73.0,1.4049999713897705,25.534996032714844,35.87666702270508,0.0,1.0
74.0,0.7250000238418579,19.311067581176758,14.000523567199707,1.0,1.0
75.0,1.149999976158142,34.17530822753906,39.30160140991211,0.0,1.0
76.0,0.30000001192092896,28.571779251098633,8.571534156799316,0.0,1.0
77.0,0.6399999856948853,32.53971862792969,20.82541847229004,1.0,1.0
78.0,0.7250000238418579,18.758235931396484,13.59972095489502,0.0,1.0
79.0,0.38499999046325684,30.397340774536133,11.70297622680664,1.0,1.0
80.0,0.4699999988079071,17.086313247680664,8.030567169189453,1.0,1.0
81.0,0.9800000190734863,16.879207611083984,16.541624069213867,1.0,1.0
82.0,1.4900000095367432,19.925539016723633,29.68905258178711,0.0,1.0
